name_x,czname_x,public,iclevel,tier,tier_name,avgfacsal_2013,exp_instr_pc_2013,k_median_x,k_mean,k_rank
Grossmont-Cuyamaca Community College District,San Diego,1,2.0,9,Two-year (public and private not-for-profit),7588.6909,1984.0579,31700,37289.85192818188,0.5324139
Flathead Valley Community College,Kalispell,1,2.0,9,Two-year (public and private not-for-profit),5912.0,3565.2083,26000,29934.28361342779,0.48310643
South Plains College,Lubbock,1,2.0,9,Two-year (public and private not-for-profit),5299.0,2994.562,31100,37091.510443239786,0.53829044
Northeastern Oklahoma A & M College,Joplin,1,2.0,9,Two-year (public and private not-for-profit),3742.0,2578.9668,29400,33638.00655596736,0.51659805
Southwest Virginia Community College,Bluefield,1,2.0,9,Two-year (public and private not-for-profit),6331.0,3281.7412,21700,27293.77712729543,0.45053187
Florida Southern College,Lakeland,0,1.0,6,Selective private,7152.0,6268.1348,38700,45938.63964924258,0.60215473
Wytheville Community College,Bluefield,1,2.0,9,Two-year (public and private not-for-profit),6123.0,2472.9265,25900,27528.136687090868,0.47931454
Pepperdine University,Los Angeles,0,1.0,4,Highly selective private,11650.0,10990.708999999999,55800,74970.85491757539,0.67307276
University Of Detroit Mercy,Detroit,0,1.0,6,Selective private,8667.0,11087.073,45600,54147.96478555634,0.63887161
Georgia Institute Of Technology,Atlanta,1,1.0,3,Highly selective public,11230.0,12488.243,78900,93211.19130257588,0.78759992
SUNY Upstate Medical University And SUNY College Of Environment Science And Forestry,Syracuse,1,1.0,5,Selective public,8485.4229,26281.602000000003,49700,52388.42269736842,0.68876302
Suffolk County Community College,New York,1,2.0,9,Two-year (public and private not-for-profit),8912.0,3757.7822,34600,39668.306636683454,0.55469686
Our Lady Of Holy Cross College,New Orleans,0,1.0,6,Selective private,5485.0,3137.8943,36600,39994.677593427834,0.56903577
Hillsborough Community College,Tampa,1,2.0,9,Two-year (public and private not-for-profit),5626.0,1905.1086,30100,33115.070815630585,0.51608336
Massachusetts Bay Community College,Boston,1,2.0,9,Two-year (public and private not-for-profit),7029.0,2706.6975,31800,35527.05209622525,0.52420372
North Shore Community College,Boston,1,2.0,9,Two-year (public and private not-for-profit),6864.0,3210.3132,29300,32586.495401849712,0.51054001
Southeastern Louisiana University,Baton Rouge,1,1.0,5,Selective public,6335.0,4044.1975,34000,38445.83469992198,0.55690467
Temple College,Killeen,1,2.0,9,Two-year (public and private not-for-profit),6490.0,2663.458,31600,34684.0782991388,0.53106141
SUNY College At Buffalo,Buffalo,1,1.0,5,Selective public,7444.0,6852.8237,38400,39032.93719079228,0.58819431
University Of Montana Western ,Dillon,1,1.0,5,Selective public,4790.0,5599.416,32200,34735.70916913007,0.53367501
Morningside College,Sioux City,0,1.0,6,Selective private,6371.0,3852.761,39400,43675.72011833415,0.62581301
SUNY College At Purchase,New York,1,1.0,5,Selective public,7092.0,8740.6875,36200,42234.583868776965,0.57535219
Lower Columbia College,Longview,1,2.0,9,Two-year (public and private not-for-profit),6332.0,3601.0918,28400,33833.5417991683,0.51196843
Northeast Community College,Virginia Beach,1,2.0,9,Two-year (public and private not-for-profit),5749.0,3175.6855,33800,36162.378528291716,0.56539476
University Of New Haven,Bridgeport,0,1.0,6,Selective private,9407.0,7651.9106,49800,53240.74664645076,0.66447157
"Westminster College of New Wilmington, PA",Youngstown,0,1.0,6,Selective private,6470.0,7940.895,46400,52524.36328125,0.66280597
Willamette University,Eugene,0,1.0,6,Selective private,9341.0,12978.045,49400,59591.654952341756,0.66373044
George C. Wallace Community College,Dothan,1,2.0,9,Two-year (public and private not-for-profit),5544.0,3731.2803,25200,30565.609442589062,0.48944119
Marymount California University,Los Angeles,0,1.0,8,Nonselective four-year private not-for-profit,7684.0,5604.188,31300,34001.24088541666,0.50293195
Huntingdon College,Montgomery,0,1.0,6,Selective private,6027.0,5666.355,38100,44034.26876214378,0.59736621
Johnson & Wales University,Providence,0,1.0,6,Selective private,8060.4355,7575.2769,35200,39040.14823877828,0.56981134
Lassen College,Klamath Falls,1,2.0,9,Two-year (public and private not-for-profit),6753.0,1779.3024,23300,29902.417282034814,0.46972451
Northwest Arkansas Community College,Fayetteville,1,2.0,9,Two-year (public and private not-for-profit),6045.0,2515.1619,29500,34333.8882837994,0.51877701
Tacoma Community College,Seattle,1,2.0,9,Two-year (public and private not-for-profit),6470.0,3971.781,31500,34542.006649325915,0.52768242
Bevill State Community College,Jasper,1,2.0,9,Two-year (public and private not-for-profit),6153.0,4128.9829,26400,29714.006715728818,0.47732043
Eureka College,Peoria,0,1.0,6,Selective private,5887.0,6225.146,41300,44909.83854166666,0.6242432
Bryn Mawr College,Philadelphia,0,1.0,2,Other elite schools (public and private),9775.0,24117.847999999998,47400,53655.5752345713,0.6327461
La Salle University,Philadelphia,0,1.0,6,Selective private,9266.0,6684.3154,58700,64821.71808073419,0.72754329
Oklahoma City Community College,Oklahoma City,1,2.0,9,Two-year (public and private not-for-profit),5486.0,2607.9866,30100,33958.64597898798,0.5198282
Middle Georgia State College,Macon,1,1.0,7,Nonselective four-year public,5105.0,,31600,33297.85523268378,0.53182149
Armstrong Atlantic State University,Savannah,1,1.0,5,Selective public,5620.0,3922.0532,34600,37495.44288256512,0.55217445
Colorado College,Colorado Springs,0,1.0,4,Highly selective private,10886.0,17548.145,43600,54567.30793110561,0.63193965
"Southeastern Community College of Whiteville, NC",Wilmington,1,2.0,9,Two-year (public and private not-for-profit),5428.0,6481.1914,22800,25651.4326471434,0.45378279999999993
Georgia Military College,Milledgeville,1,2.0,9,Two-year (public and private not-for-profit),4002.2124,2102.1199,28500,31196.815227196388,0.50382364
Carroll College,Helena,0,1.0,6,Selective private,6312.0,6194.1895,47800,52857.79947916666,0.65410316
Lake Sumter State College,Orlando,1,1.0,7,Nonselective four-year public,5176.0,1861.514,28100,31992.99619537375,0.50362211
Monterey Peninsula College,San Jose,1,2.0,9,Two-year (public and private not-for-profit),8022.0,1866.8425,27200,34167.75012437991,0.50122058
Rowan University,Philadelphia,1,1.0,5,Selective public,9370.0,9964.292,51200,53367.81269477146,0.67623425
Gulf Coast State College,Panama City,1,1.0,7,Nonselective four-year public,5049.0,2817.491,28300,31118.80076731482,0.49302554
Mohave Community College,Las Vegas,1,2.0,9,Two-year (public and private not-for-profit),6105.0,2088.8804,20300,26922.104809281802,0.43879929
Tennessee College Of Applied Technology - Knoxville,Knoxville,1,2.0,9,Two-year (public and private not-for-profit),,3862.5386,20100,23245.67708333333,0.44595259
Santa Fe College,Gainesville,1,1.0,7,Nonselective four-year public,5707.0,2485.6907,30300,35040.990874841984,0.52371281
Northwestern Oklahoma State University,Enid,1,1.0,5,Selective public,5246.0,4950.7368,35500,43008.36831430288,0.57048225
College Of New Jersey ,Newark,1,1.0,2,Other elite schools (public and private),9518.0,8953.3701,60100,70038.18328359931,0.7383696999999999
Navarro College,Corsicana,1,2.0,9,Two-year (public and private not-for-profit),6044.0,2061.5298,30900,34696.0230660247,0.52813822
SUNY College At Oneonta,Oneonta,1,1.0,5,Selective public,6242.0,6736.9775,45900,50531.29743798504,0.6500144
Marshalltown Community College,Marshalltown,1,2.0,9,Two-year (public and private not-for-profit),6759.0,3066.7507,35400,36955.59244791666,0.5589034
Emory University,Atlanta,0,1.0,2,Other elite schools (public and private),12133.0,36411.211,67800,102596.180844365,0.73777747
Springfield Technical Community College,Springfield,1,2.0,9,Two-year (public and private not-for-profit),5334.0,3516.4548,33400,36414.01883346801,0.54909348
Millsaps College,Jackson,0,1.0,6,Selective private,6984.0,12915.832,44600,56124.712969698885,0.6449548
Santa Barbara City College,Santa Barbara,1,2.0,9,Two-year (public and private not-for-profit),5798.0,3010.0229,31400,42977.7478106185,0.53097713
University Of Pittsburgh System,Pittsburgh,1,1.0,3,Highly selective public,8799.7324,13766.231000000002,48900,57692.26024983372,0.67439616
Biola University,Los Angeles,0,1.0,6,Selective private,8924.0,8108.2197,35700,44505.20000973519,0.55962592
Haverford College,Philadelphia,0,1.0,2,Other elite schools (public and private),10341.0,23790.914,57200,102954.65241667881,0.70834351
Arkansas Northeastern College,Blytheville,1,2.0,9,Two-year (public and private not-for-profit),4849.0,4771.5337,23400,26922.63871033917,0.46244916
Westwood College - Los Angeles,Los Angeles,0,1.0,10,Four-year for-profit,4430.3042,4242.9268,26400,30488.578125,0.49511296
Lake Forest College,Chicago,0,1.0,6,Selective private,8231.0,9343.915,51400,55688.87109375,0.65618002
Umpqua Community College,Roseburg,1,2.0,9,Two-year (public and private not-for-profit),6378.0,4502.8604,26600,32455.29600419207,0.49563801
